name,popularity,phonetic,gender,meaning,root
مصلح الدین,227,,male,اصلاح کننده دین، لقب شاعر نامدار قرن هفتم، سعدی شیرازی,عربی
مصیب,24350,mosib,male,آن که حقیقت امری را دریافته باشد، درستکار,عربی
مطهر,532,motahhar,male,پاک و مقدس،منزه,عربی
مظاهر,12413,mazāher,male,جلوه ها، نشانه ها,عربی
مظفر,27247,mozaffar,male,پیروز، غالب، موفق,عربی
مظفرالدین,139,mozaffaroddin,male,پیروز و موفق در دین، نام پسر ناصرالدین شاه قاجار,عربی
مظهر,754,mazhar,male,نماد، نشانه،محل تجلی، تجلی گاه,عربی
معاد,327,,male,جای بازگشت، بازگشتن,عربی
معتصم,441,moetasem,male,آنچه به آن چنگ زنند، مستمسک,عربی
معتمد,102,moetame(a)d,male,اعتماد کننده،نام یکی از خلفای عباسی که همزمان با لیث صفاری بوده است,عربی
معراج,15885,meerāj,male,بالارفتن، عروج,عربی
معصوم,4977,maesum,both,بی گناه و پاک,عربی
معصومه,1253342,maesume,female,مؤنث معصوم، بی گناه و پاک,عربی
معظمه,5247,,female,معظم,عربی
معید,2824,moeid,male,تکرار کننده ، بازگرداننده ( به ضم میم),عربی
معین,41032,moein,male,یاریگر، کمک کننده، یاور,عربی
مقبل,101,moqbel,male,خوشبخت، خوش اقبال,عربی
مقداد,6361,meqdād,male,نام یکی از اصحاب پیامبر(ص) و از اولین شیعیان علی(ع),عربی
مقدسه,4398,moqaddase,female,مؤنث مقدس,عربی
مقصد, ,,male,هدف نهایی - غایت,عربی
مقصود,18055,maqsud,male,آنچه کسی قصد انجام آن را دارد، منظور،مطلوب و مورد نظر,عربی
مقصوده,195,maqsude,female,مؤنث مقصود، آنچه کسی قصد انجام آن را دارد، منظور،مطلوب و مورد نظر,عربی
مقیما,101,moqimā,male,از شاعران قرن یازدهم,عربی-فارسی
ملاحت,7020,ma(e)lahat,female,حالتی در چهره که شخص را دوست داشتنی می کند، نمکین بودن,عربی
ملوس, ,,female,قشنگ، ظریف و خوشگل,فارسی
ملوک,44305,moluk,female,پادشاهان,عربی
ملک, ,,female,فرشته,عربی
ملک آفرین, ,,female,ملک(عربی) + آفرین(فارسی) مرکب از ملک( سرزمین) + آفرین( آفریننده),فارسی-عربی
ملک بانو, ,,female,ملک(عربی) + بانو(فارسی) شاه بانو,فارسی-عربی
ملک تاج, ,,female,ملک(عربی) + بانو(فارسی) شاه بانو,فارسی-عربی
ملک سیما,1708,,female,دارای چهره ای زیبا چون چهره فرشتگان زیبا روی,عربی
ملک ناز,6461,,female,ملک(عربی) + ناز(فارسی) فرشته زیبا,عربی-فارسی
ملکان,101,malakān,male,نام پدر خضر(ع),عبری
ملیحه,142169,malihe,female,زیبا و خوشایند، دارای ملاحت، با نمک,عربی
ملیسا,18089,malisā,female,بادرنگبویه,یونانی
ملیکا,88413,melikā,female,گروهی از گیاهان علفی چند ساله از خانواده گندمیان که خودرو هستند,یونانی
ملیکه,2273,malike,female,نام همسر عمر خطاب,عربی
منا,29912,monā,female,امیدها,عربی
منال,1188,manāl,female,رسیدن ، دست یافتن ، دارایی ، همچنین یکی از توابع شهرستان قیر و کارزین فارس,عربی
مندی, ,,male,از نامهای امروزی زرتشتیان,فارسی
منذر,161,monzer,male,آگاه سازنده و پنددهنده، ترساننده، از شخصیتهای شاهنامه، نام فرمانروای یمن در زمان یزدگرد پادشاه ساسانی,عربی
منشور,101,manšur,male,از شخصیتهای شاهنامه، نام پهلوان تورانی در سپاه افراسیاب تورانی,فارسی
منصور,163034,mansur,male,یاری داده شده، پیروزشده، پیروز,عربی
منصوره,106762,mansure,female,مؤنث منصور، یاری داده شده، پیروزشده، پیروز,عربی
منظر,24249,manzar,female,آنچه بر آن نظر بیفتد و به چشم دیده شود، چهره، صورت,عربی
منوچهر,72229,manučehr,male,در اوستا آن که از نژاد منوش است,فارسی
منوش, ,,male,از شخصیتهای شاهنامه، نام پسر پشنگ و نوه دختری ایرج از پادشاه پیشدادی، نام یکی از ناموران قدیم که امروزه در اوستا اسمی از او نیست,فارسی
منیر,33369,monir,female,آنچه از خود نور داشته باشد، درخشان، تابان، روشن,عربی
منیره,71210,monire,female,مؤنث منیر، آنچه از خود نور داشته باشد، درخشان، تابان، روشن,عربی
منیژه,93385,maniže,female,از شخصیتهای شاهنامه، نام دختر افراسیاب و همسر بیژن از پهلوانان ایرانی در زمان کیخسرو پادشاه کیانی,فارسی
مه پاره, ,,female,ماهپاره,فارسی
مه پیکر, ,,female,آن که چون ماه تابان و درخشان است، خوش اندام و زیبا,فارسی
مه جبین,2667,,female,مه(فارسی) + جبین(عربی) دارای پیشانی سفید و زیبا، زیبارو,فارسی-عربی
مه سیما,1748,,female,مه(فارسی) + سیما(عربی)، ماه سیما ماه سیما,فارسی
مه فروز,101,mah foruz,female,فروزنده و روشن کننده چون ماه روشن و پیدا,فارسی
مه فروغ,101,mah foruq,female,پرتو ماه,فارسی
مه گل,3662,,female,ماه گل,فارسی
مه لقا,13585,,female,مه(فارسی) + لقا(عربی) آن که چهره و صورتی زیبا چون ماه دارد,فارسی
مه یاس,2592,,female,زیبارو - زیبا مانند ماه و لطیف مانند گل یاس,فارسی
مها,3422,mehā,female,سنگی مانند بلور، یاقوت کبود,سنسکریت
مهام,101,mahām,male,کارهای دشوار و بزرگ ، با اهمیتها,عربی
مهان,892,mahān,male,بزرگان,فارسی
مهبا,101,,female,همراه ماه,فارسی
مهبان,280,mehbān,female,نگهبان ماه ، مجازا زیبا و مهتاب رو,فارسی
مهبد,5297,mah bod,male,مهبود- سرور ماه،کناییه از کسی که زیباییش از ماه بیشتر است - از شخصیتهای شاهنامه، نام وزیرانوشیروان پادشاه ساسانی که به ریختن زهر در غذای او متهم و کشته شد,فارسی
مهبود,123,mah bud,male,مهبد- سرور ماه،کناییه از کسی که زیباییش از ماه بیشتر است - از شخصیتهای شاهنامه، نام وزیرانوشیروان پادشاه ساسانی که به ریختن زهر در غذای او متهم و کشته شد,فارسی
مهتاب,68929,mahtāb,female,نور و روشنایی ماه,فارسی
مهتاج,1568,mah tāj,female,آنکه تاجی درخشنده چون ماه دارد,فارسی
مهدا,2266,mahdā,female,اول شب ، قسمتی از شب,عربی
مهداد,1649,mehdād,male,داده ماه,فارسی
مهدخت,2128,mah doxt,female,دختری که چون ماه می درخشد و زیبا است,فارسی
مهدی,1424402,mahdi,male,هدایت شده، نام امام دوازدهم شیعیان,عربی
مهدیار,24750,mahdyār,male,یارحضرت مهدی,عربی-فارسی
مهدیس,46825,,female,شبیه ماه، بسیار زیبا و سفید,فارسی
مهدیسا,2326,mahdissā,female,منسوب به مهدیس ، مانند ماه ، دختر زیبا ، بانویی با چهره ای درخشنده چون ماه,فارسی
مهدیه, ,,female,مؤنث مهدی،عروس,عربی
مهر,101,mehr,female,محبت و دوستی ، خورشید ، هفتمین ماه از سال شمسی ، نام روز شانزدهم از هر ماه در تقویم ایران باستان ، فرشته نور و عهد و پیمان در آیین زردشتی,فارسی
مهرآذر,121,mehr āzar,female,مرکب از مهر( محبت یا خورشید) + آذر( آتش)، از موبدان پارس در زمان انوشیروان پادشاه ساسانی,فارسی
مهرآذین,381,mehr āzin,female,مرکب از مهر( خورشید) + آذین( آرایش),فارسی
مهرآزاد,101,mehr āzād,male,مرکب از مهر( محبت یا خورشید) + آزاد(رها),فارسی
مهرآسا,3353,mehr āsā,female,مانند خورشید,فارسی
مهرا,590,mehrā,female,منسوب به مهر، بانوی مهربان ، دختری که مانند خورشید یا از تبار خورشید است,فارسی
مهراب,17131,mehrāb,male,دوستدار آب،از شخصیتهای شاهنامه، نام پادشاه کابل از نوادگان ضحاک در زمان حکومت سام نریمان و پدر رودابه مادر رستم پهلوان شاهنامه,فارسی
مهراد,17425,meh rād,male,بخشنده بزرگ,فارسی
مهراز,169,meh rāz,male,راز بزرگ,فارسی
مهراس,798,mehrās,male,از شخصیتهای شاهنامه، نام موبدی رومی و نماینده قیصر روم در دربار انوشیروان پادشاه ساسانی,فارسی
مهرافروز,3717,mehr afruz,female,روشن کننده مهر و محبت,فارسی
مهرام,250,mahrām,male,ماه آرام,فارسی
مهران,115389,mehrān,male,مرکب از مهر( محبت یا خورشید) + ان( پسوند نسبت)، از شخصیتهای شاهنامه، نام پدر اورند سردار ایرانی در زمان انوشیروان پادشاه ساسانی,فارسی
مهران ستاد, ,,male,از شخصیتهای شاهنامه، نام موبدی خردمند و راد و جهاندیده در درگاه انوشیروان پادشاه ساسانی,فارسی
مهرانا,3983,mehrānā,female,منسوب به مهران ، دارنده مهر،نام یکی از خاندانهای هفتگانه عصر ساسانی که مقرشان در پارس بوده است ، نام پدر اروند سردار ایرانی در عهد انوشیروان ، نام شهری در غرب ایلام,فارسی
مهراندیش,101,mehr āndiš,female,آن که در فکر و اندیشه محبت و مهربانی است,فارسی
مهرانگیز,39837,mehr angiz,female,برانگیزاننده محبت و دوستی,فارسی
مهرانه,6570,mehrāne,female,مرکب از مهر( محبت یا خورشید) + انه( پسوند نسبت),فارسی
مهراوه, ,,female,مرکب از مهر( محبت یا خورشید) + اوه( پسوند شباهت),فارسی
مهربان,5900,mehr(a)bān,female,دارای محبت و عاطفه,فارسی
مهربانو,7863,mehr bānu,female,زنی که چون خورشید می درخشد، بانوی خورشید,فارسی
مهربد,1802,mehr bod,male,مرکب از مهر( خورشید) + بد( پسوند اتصاف),فارسی
مهرتاش,350,mehr tāš,male,مهر(فارسی) + تاش(ترکی) همتای مهر,فارسی
مهرداد,129873,mehr dād,male,داده خورشید,فارسی
مهردار,101,mehr dār,male,دارنده مهر و محبت,فارسی
مهردخت,833,mehr doxt,female,دختر خورشید,فارسی
مهرزاد,14408,mehr zād,both,زاده خورشید,فارسی
مهرسا,27892,mehr sā,female,مانند خورشید,فارسی
مهرشاد,19562,mehr šād,male,شادمهر، مرکب از شاد(خوشحال) + مهر( محبت یا خورشید) ،نام شهر یا مکانی در نیشابور ،خورشید هدایت کننده,فارسی
مهرشید,358,mehr šid,female,خورشید نورانی,فارسی
مهرگان,1300,mehr(e)gān,female,منسوب به ماه مهر،مهربانی،جشنی به همین نام که ایرانیان باستان در پانزدهمین روز مهر برگزار می کردند و در آن روز از دوستان صمیمی خود قدر دانی می نمودند,فارسی
مهرگل,287,mehr gol,female,مرکب از مهر( خورشید) + گل، آن که در میان گلها چون خورشید می درخشد,فارسی
مهرنسا,426,mehr nesā,female,مهر(فارسی) + نسا(عربی) نورانی ترین زن در میان زنان، نام همسر فتحعلی شاه قاجار,فارسی
مهرنگار,2801,mehr negār,female,نگارنده خورشید، نام همسر یزدگرد پادشاه ساسانی,فارسی
مهرنوش,18808,mehr nuš,female,شنونده محبت، از شخصیتهای شاهنامه، نام یکی از چهار پسر اسفندیار پسر گشتاسپ پادشاه کیانی,فارسی
مهرنیا,833,mehr niyā,male,از نسل خورشید ، زیبا و درخشان,فارسی
مهرو,1533,mah ru,female,آن که رویی زیبا چون ماه دارد، ماهرو,فارسی
مهروز,607,mah ruz,female,آن که روزش چون ماه درخشان است، خوشبخت,فارسی
مهروش,933,mehrvaš,female,مانند خورشید,فارسی
مهرک,1174,mehrak,both,از شخصیتهای شاهنامه، نام فرمانروای جهرم در زمان اردشیر بابکان پادشاه ساسانی,فارسی
مهری,148248,mehri,female,منسوب به مهر,فارسی
مهریاد,138,mehr yād,male,یادگار خورشید ، مرکب از مهر و یاد,فارسی
مهریار,101,mehr yār,male,دوست و یار خورشید,فارسی
مهریز,101,mehriz,female,زیباروی کوچک - ماه کوچک,فارسی
مهرین,175,mehrin,female,مهر( خورشید یا محبت) + ین( پسوند نسبت)،نام آتشکده ای در قم,فارسی
مهزاد,1946,meh zād,both,زاده ماه، زیبا,فارسی
مهزیار,6072,mahziyār,male,نام پدر علی بن مهزیار ،که توفیق ملاقات با امام زمان را به دست آورد.مقبره ایشان در شهر اهواز است,فارسی
مهسا,218294,mahsā,female,مانند ماه، زیبا,فارسی
مهسان,4264,mahsān,female,مانند ماه، زیبا,فارسی
مهستی,2360,mahasti,female,مه(فارسی، ماه) + سیتی(عربی، سیدتی) ماه خانم، ماه بانو,فارسی-عربی
مهشاد,7202,mah šād,female,مرکب از مه( ماه) + شاد( خوشحال),فارسی
مهشید,43601,mah šid,female,ماه روشن و درخشان، پرتو ماه,فارسی
مهفام,496,mah fām,female,به رنگ ماه,فارسی
مهلا,46857,,female,دوستانه، آهسته,فارسی
مهنا,30366,mohannā,female,گوارا و خوش,عربی
مهناز,214883,mah nāz,female,آن که چون ماه ناز و زیبا است، آن که به ماه ناز و فخر می فروشد,فارسی
مهنام,293,mah nām,male,دارای نام زیبا,فارسی
مهند,101,mahnad,male,تکه ای از ماه ، اندکی از ماه،به فتح میم و ه و سکون نون و دال ، نامی خراسانی,فارسی
مهنوش,6486,mah nuš,female,دارای زیبایی دائمی ، بسیار زیبا و ماندگار ، همچنین زیبا و شیرین,فارسی
مهوش,32895,mahvaš,female,مانند ماه، بسیار زیبا,فارسی
مهکامه,1312,mah kāme,female,دارای کام و آرزویی چون ماه روشن و پیدا,فارسی
مهیا,21440,mahyā,female,منسوب به مه ، بزرگمنش ، بانوی بزرگ,فارسی
مهیاد,1158,mah yād,male,یاد و خاطره ماه، کسی که زیباییش یاد آور ماه است ، دارای چهره ای زیبا چون ماه,فارسی
مهیار,39097,,male,ماهیار,فارسی
مهین,146320,me(a)hin,female,مانند ماه,فارسی
مهین دخت,7733,,female,دختر بزرگتر,فارسی
موژان,2569,mužān,female,موجان ، گل نرگس نیم شکفته ، گل نرگسی که تازه در حال بازشدن است,فارسی
موسی,158687,musā,male,از آب کشیده شده، نام امام هفتم شیعیان، نام پسر عمران پیامبر بنی اسرائیل که در زمان فرعون به دنیا آمد,عبری
مولود,26365,mo(w)lud,female,آن که به دنیا آمده، زاده شده,عربی
مونس,8903,munes,female,همنشین و همراز، همدم,عربی
مکرمه,4085,mokarrame,female,مؤنث مکرم,عربی
مکیه,8222,makkiy(y)e,female,اهل مکه ، مربوط یا متعلق به مکه,عربی
میترا,82385,mitrā,female,خورشید، عهد و پیمان ، صورتی از واژه “مهر” در زبانهای ایران قدیم، الهه مهر که چشم دادگاه عدالت است و هیچ چیز را نمی‌توان از دید او پنهان داشت؛بدون گذشت درمقابل پیمان شکنان، پاسدار راستی,فارسی
میثاق,7100,misāq,male,عهد و پیمان,عربی
میثم,160207,,male,نام پسر یحیی از یاران علی(ع),عربی
میران,2876,mirān,male,میر(از عربی) + ان(فارسی)، امیران، نام روستایی در استان آذربایجان شرقی,فارسی-عربی
میرزا, ,,male,میر(ازعربی) + زا(فارسی) شاهزاده و امیرزاده,فارسی-عربی
میسا,1590,maysā,female,زنی که با غرور و تکبر راه می رود,عربی
میشا,377,mišā,male,همیشه بهار، همیشه جوان، گیاهی که همیشه سبز است,فارسی
میشانه,101,mišāne,female,مشیانه,اوستایی-پهلوی
میعاد,5703,mieād,male,محل قرارگاه، وعده گاه,عربی
میلاد,231050,milād,male,صورت دیگری از مهرداد، از شخصیتهای شاهنامه، نام یکی از دلیران ایرانی زمان کیکاووس پادشاه کیانی,فارسی
میلان,740,milān,male,خواهش ، میل ، آرزو ، صفت مشبه از میل,عربی
میمنت,5090,meymanat,female,سعادت، فرخندگی، مبارکی,عربی
مینا,227037,minā,female,گلی معمولاً سفید با گلچه های گلبرگی، پرنده ای شبیه سار با پرهای رنگارنگ,فارسی
مینو,18662,minu,female,آسمان، بهشت,فارسی
مینوچهر,101,minu čehr,female,دارای چهره ای چون بهشت، زیبا روی,فارسی
مینودخت,228,minu doxt,female,دختر آسمانی، دختر بهشتی,فارسی
مینورخ,101,minu rox,female,دارای چهره ای آسمانی و بهشتی,فارسی
میهن,1269,mihan,female,وطن، زادگاه,فارسی
میهن یار, ,,male,دوست و یار وطن,فارسی
میکائیل,29513,mikāeil,male,معرب از عبری به معنای کیست که شبیه خدا باشد؟ - یکی از فرشتگان مقرب خداوند که معروف است روزی زمینیان را می رساند,عبری
نائله,3021,nā’ele,female,آن که به مقصود رسیده است، نام همسر عثمان خلیفه سوم,عربی
نادر,105801,nader,male,آنچه به ندرت یافت شود، کمیاب، بی همتا، نام مؤسس سلسله افشاریه,عربی
نادره,11134,nadere,female,مؤنث نادر، آنچه به ندرت یافت شود، کمیاب، بی همتا,عربی
نادی, ,,female,ندا دهنده، ندا کننده,عربی
نادیا,44400,nādiyā,female,امید، آرزو,فرانسه
نادیه,10928,nādiye,female,ندادهنده ، صدا کننده ، مؤنث نادی,عربی
ناربن,101,nārbon,female,درخت انار,فارسی
ناردانه,2425,nār dāne,female,دانه انار,فارسی
نارگل,1967,nār gol,female,گل انار,فارسی
نارنج, ,,female,میوه ای آبدار و ترش از مرکبات,فارسی
نارون,191,nārvan,female,درختی خوش اندام و پُربَرگ و سایه دار,فارسی
نارین,7768,nārin,female,منسوب به نار، تر و تازه,فارسی
نارینا,594,nārinā,female,مرکب از نارین بعلاوه پسوند تأنیث ، بانوی تر و تازه ، دختر ظریف ، همچنین دختر بر افروخته و آتشین,عربی-فارسی
ناز, ,,female,کرشمه، غمزه,فارسی
نازآفرید,101,nāz āfarid,female,آفریده ناز و زیبا,فارسی
نازآفرین,3797,nāz āfarin,female,مرکب از ناز( زیبا) + آفرین( آفریننده)، نام همسر فتحعلی شاه قاجار,فارسی
نازبو,101,nāz bu,female,ریحان,فارسی
نازپری,6649,nāz pari,female,آنکه مانند پری زیباست، نام دختر پادشاه خوارزم و همسر بهرام گور پادشاه ساسانی,فارسی
نازجهان,101,nāz(e)jahān,female,موجب نازش و مباهات جهان,فارسی
نازدار, ,,female,آن که رفتاری خوشایند و جذاب دارد، ملوس,فارسی
نازدخت,101,nāz doxt,female,دختر زیبا و ناز,فارسی
نازگیتی,101,nāz giti,female,موجب نازش و مباهات گیتی,فارسی
نازمهر,117,nāz mehr,female,مهرناز،زیبا چون خورشید,فارسی
نازنین, ,nāzanin,female,بسیار دوست داشتنی، عزیز و گرامی، زیبا و ظریف,فارسی
نازنین چهر, ,,female,دارای صورتی ظریف، زیبا و دوست داشتنی,فارسی
نازک, ,,female,نازنین و زیبا,فارسی
نازی, ,nāzi,female,منسوب به ناز,فارسی
نازیلا,23990,nāzilā,female,دختر طناز و عشوه گر,فارسی
نازیک,284,nāzik,female,نازی، منسوب به ناز,ارمنی
ناژین,166,nāžin,female,درخت نارون,فارسی
ناصر,238201,nāser,male,نصرت دهنده، یاری کننده,عربی
ناصرالدین,913,nāseroddin,male,یاری کننده دین، نام پسر محمد شاه قاجار,عربی
نامدار,7917,nām dār,male,دارای آوازه و شهرت بسیار، مشهور,فارسی
نامور,101,nāmvar,male,نام آور,فارسی
نامی,804,nāmi,male,منسوب به نام، مشهور، معروف,فارسی
نانا, ,naenā,female,پدر و مادر، نعناع,فارسی
ناهید,181290,nāhid,female,زهره، آناهیتا،از شخصیتهای شاهنامه، نام دیگر کتایون همسر گشتاسپ پادشاه کیانی,فارسی
نایب,1627,nāyeb,male,آنکه در غیاب کسی عهده دار مقام و مسئولیت اوست ، جانشین ، نماینده ، هریک از علمای دین که در زمان غیبت حضرت مهدی عجل الله تعالی فرجه الشریف ولایت امور مسلمین بر عهده اوست ، عنوان دولتی ودیوانی در دوره قاجار ،,عربی
نبوت, ,,male,مبعوث بودن کسی از سوی خداوند به راهنمایی مردم، رسالت، پیغمبری، یکی از سه اصل اعتقادی مسلمانان,عربی
نبی,17789,nabi,male,پیامبر خداوند، لقب پیامبر(ص),عربی
نجات,5249,nejāt,male,رهایی، خلاصی، آزادی,عربی
نجلا,3005,najlā,female,زنی که دارای چشمان درشت است,عربی
نجم,1420,,female,ستاره ، نام سوره ای در قرآن کریم,عربی
نجم الدین,5020,,male,آن که چون ستاره ای در دین می درخشد،نام عارف بزرگ و نامدار قرن هفتم، نجم الدین رازی,عربی
نجمه,106838,najme,female,مؤنث نجم،ستاره,عربی
نجوا,1626,najvā,female,سخن آهسته,عربی
نجیب,1435,najib,male,شریف، اصیل،عفیف، پاکدامن,عربی
نجیب الدین,101,,male,اصیل و شریف در دین,عربی
ندا,139550,nedā,female,صدای بلند، فریاد، بانگ,عربی
ندیمه,1472,nadime,female,مؤنث ندیم ،همنشین و هم صحبت، به ویژه با بزرگان,عربی
نرجس,84593,narjes,female,معرب از فارسی،نرگس، نام همسر امام حسن عسگری(ع) و مادر حضرت مهدی(ع),عربی
نرسی,103,narsi,male,از شخصیتهای شاهنامه، نام یکی از پادشاهان ساسانی,فارسی
نرگس,361759,narges,female,از یونانی ، گلی خوشبو و زینتی با گلبرگهای سفید و زرد,فارسی-یونانی
نریمان,13019,narimān,male,از شخصیتهای شاهنامه، نام پدر سام جد رستم پهلوان شاهنامه,فارسی
نزهت,3104,nozhat,both,پاکی، بی آلایشی، خوش آب و هوایی، خرمی، شادی، خوشی,عربی
نسا,15391,nesā,female,زنان، نام سوره ای در قرآن کریم,عربی
نستر,571,nastar,female,نام راهبی همزمان با انوشیروان پادشاه ساسانی,فارسی
نسترن,55298,nastaran,female,گلی شبیه رز به رنگهای صورتی، سفید و زرد,فارسی
نستوه,101,nastuh,male,خستگی ناپذیر، از شخصیتهای شاهنامه، نام یکی از پسران گودرز پادشاه اشکانی، همچنین نام یکی از سرداران خسروپرویز پادشاه ساسانی,فارسی
نسرین,219582,nasrin,female,گلی به رنگ زرد یا سفید و خوشبو که یکی از گونه های نرگس است,فارسی
نسرین مهر, ,,female,زیبا و درخشان چون گل نسرین و خورشید,فارسی
نسرین نوش, ,,female,زیبا چون گل نسرین و شیرین چون عسل، نام دختر پادشاه سقلاب و همسر بهرام گور پادشاه ساسانی,فارسی
نسیم,52601,nasim,female,بادملایم و خنک، باد بسیار آرام، بوی خوش,عربی
نشاط,1294,ne(a)šāt,male,شادی، خوشی، سرزندگی,عربی
نشواد,101,našvād,male,نام پهلوانی تورانی,فارسی
نصر,217,nasr,male,یاری، مدد، پیروزی، ظفر، نام سوره ای در قرآن کریم، نام یکی از پادشاهان سامانی,عربی
نصرالدین,1274,nasroddin,male,یاری دادن به دین،از شخصیتهای افسانه ای,عربی
نصرالله,62553,nasrollāh,male,یاری خداوند، نام یکی از فضلای نامدار قرن ششم و مترجم کلیله و دمنه، نصرالله منشی,عربی
نصرت,83685,nosrat,both,یاری، کمک، پیروزی، فتح,عربی
نصرت الله,35894,,male,یاری خداوند,عربی
نصیبه,13411,nasibe,female,سهم کسی از چیزی، بهره ، سرنوشت، تقدیر,عربی
نصیر,13146,nasir,male,یاری دهنده، یاور، از نامهای خداوند,عربی
نصیرالدین,224,nasiroddin,male,یاری دهنده دین ، نام یکی از علمای بزرگ ریاضی و نجوم و حکمت ایران در قرن هفتم، خواجه نصیرالدین طوسی,عربی
نضیر, ,nazir,male,شاداب، سرسبز,عربی
نظاره,283,nazāre,female,نگریستن، نگاه کردن، تماشا,عربی
نظام, ,,male,مجموعه قوانین، قواعد، سنن، یا نوامیسی که قوام و انتظام چیزی بر آنها نهاده شده است,عربی
نظام الدین,2069,,male,موجب نظم و انظباط در دین,عربی
نظام الملک, ,,male,باعث نظم و سرزمین،نام وزیر معروف سلجوقیان در قرن پنجم,عربی
نعمان,2945,,male,نام چندتن از پادشاهان حیره,عربی
نعمت,23842,neemat,male,آنچه باعث شادکامی و آسایش زندگی انسان شود،عطا و بخشش,عربی
نعمت الله,69628,,male,بخشش خداوند,عربی
نعنا,527,naenā,female,نعناع، گیاهی کاشتنی و خوشبو,عربی
نعناع, ,,female,نعنا، گیاهی کاشتنی و خوشبو,عربی
نعیم,12428,naeim,male,نعمت، نرم و لطیف، از نامهای بهشت,عربی
نعیما,359,naeimā,male,نعمت،تخلص نعمت سمرقندی شاعر قرن یازدهم,عربی
نعیمه,29242,naeime,female,مؤنث نعیم، نعمت، نرم و لطیف،,عربی
نغمه,11728,naqme,female,آهنگ یا ملودی،آوازه,عربی
نفس,10000,,both,عمل دو بازدم را گویند - مایه زندگی - کسی که وجودش مانند نفس کشیدن برای زندگی لازم است,فارسی
نفیسا,214,nafisā,female,بسیار ارزشمند ، گران مایه,فارسی-عربی
نفیسه,46760,nafise,female,مؤنث نفیس,عربی
نقره,8396,noqre,female,فلزی گرانبها، نرم و سفید که در ساختن زیورآلات، آینه، و... به کار می رود,فارسی
نقی,26446,naqi,male,پاکیزه، پاک، برگزیده، لقب امام دهم شیعیان,عربی
نقی الدین, ,,male,برگزیده در دین,عربی
نگار,97631,negār,female,نقش، تصویر، زیور، زینت، دختر یا زن زیباروی,فارسی
نگاره,299,negāre,female,نقش، شکل، تصویر,فارسی
نگین,94986,negin,female,سنگ قیمتی و زینتی که بر روی انگشتر، گوشواره، و جز آنها کار می گذارند,فارسی
نهاد,674,na(e)hād,male,سرشت ، طبیعت ، ضمیر دل ، بنیاد ، اساس ، قاعده ، مقام و جایگاه,فارسی
نهال,17221,na(e)hāl,female,درخت یا درختچه نورس که تازه نشانده شده است,فارسی
نهضت,1258,ne(a)hzat,female,حرکت، عزیمت,عربی
نوا,2140,navā,female,صدای آهنگین، نغمه،آواز، نام یکی از لحنهای قدیم موسیقی ایرانی,فارسی
نواب,4564,,male,عنوانی که به شاهزادگان دوره صفوی و قاجار داده می شد ، روحانی ، فعال سیاسی و رهبر جمعیت فدائیان اسلام که در سال هزار و سیصد و سی و چهار دستگیر و اعدام شد.,فارسی
نوازش,120,navāzeš,female,از روی مهربانی دست بر سر کسی کشیدن ، چیزی را به آرامی و پیاپی لمس کردن ، مهربانی و لطف ، تسلی دادن و دلجویی کردن,فارسی
نوال,2920,navāl,female,عطا، بخشش، بهره، نصیب,عربی
نوبر,8272,no(w)bar,female,تر و تازه و جدید، شاداب,فارسی
نوبهار,2376,no(w)bahār,female,آغاز فصل بهار، فصل بهار، نام آتشکده ای در بلخ,فارسی
نوح,1312,nuh,male,معرب از عبری، راحت، نام پیامبری که به دستور خداوند کشتی بزرگی ساخت و یاران خود را از طوفان نجات داد، نام سوره ای در قرآن کریم,عبری
نوذر,4548,no(w)zar,male,از شخصیتهای شاهنامه، نام فرزند منوچهر پادشاه پیشدادی و جانشین او,فارسی
نور, ,,female,روشنایی، فروغ، از نامهای خداوند، نام سوره ای در قرآن کریم,عربی
نورا,16504,nurā,female,نور(عربی) + ا(فارسی)، مؤنث انور درخشان، تابان,فارسی-عربی
نورافشان,101,nur afšān,female,نور(عربی) + افشان(فارسی) آنچه از خود نور و روشنایی منتشر می کند، نورپاش,فارسی-عربی
نورالدین,15850,nuroddin,male,روشنایی و فروغ دین، نام شاعر و نویسنده نامدار قرن نهم، عبدالرحمن جامی,عربی
نورالله,38597,nurollāh,male,نور و روشنایی و فروغ خداوند,عربی
نوران,598,nurān,female,نور(عربی) + ان(فارسی) مرکب از نور( روشنایی) + ان(پسوند اتصاف) ، نام روستایی در نزدیکی اردبیل,فارسی-عربی
نوراهان, ,,male,نورهان، تحفه، سوغات، ارمغان,فارسی
نورسته,4781,no(w)roste,female,تازه روییده، جوان، تازه بالغ شده,فارسی
نورهان,173,no(w)rahān,male,تحفه، سوغات، ارمغان,فارسی
نوروز,30028,no(w)ruz,male,روز نو و تازه ، بزرگترین جشن ملی اقوام ایرانی که از نخستین لحظات سال نو آغاز می شود، نام یکی از لحنهای قدیم موسیقی ایرانی,فارسی
نوری,3197,nuri,female,نور(عربی) + ی(فارسی) منسوب به نور,فارسی-عربی
نورین,128,nurin,female,نور(عربی) + ین(فارسی) نورانی، نوری,فارسی-عربی
نوریه,7789,nuriye,female,منسوب به نور، درخشان,عربی
نوژان,593,nužān,female,درخت صنوبر و کاج,فارسی
نوش آذر,131,,male,آتش جاوید، از شخصیتهای شاهنامه، نام پسر گشتاسپ پادشاه کیانی و نیز نام یکی از پسران اسفندیار,فارسی
